sl,text,aspect,sentiment,Issues,Battery,External,Internal,Screen,Service,Software
2197,Cords coming out the right for power plus cords coming out front for headphones / mic plus network connection on left make for a very messy setup with cords going every direction .,mic,-1,External,0,1,0,0,0,0
2198,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction .,network connection,-1,Internal,0,0,1,0,0,0
2199,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction .,setup,-1,Software,0,0,0,0,0,1
2200,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction .,cords,-1,Battery,1,0,0,0,0,0
2201,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction .,cords,-1,Battery,1,0,0,0,0,0
2202,Unless you want to be inconvenienced with a non working power supply which you ca n't find a replacement for because they made the attachment so small .,power supply,-1,Battery,1,0,0,0,0,0
2204,It is good to know that I can mobilize without having to worry about the battery life .,battery life,1,Battery,1,0,0,0,0,0
2205,"The screen is nice , side view angles are pretty good .",screen,1,Screen,0,0,0,1,0,0
2206,"The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or do n't want to bother them with bright lighting , it is very convenient to have a darker , softer lit screen .",screen,1,Screen,0,0,0,1,0,0
2207,"The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or do n't want to bother them with bright lighting , it is very convenient to have a darker , softer lit screen .",screen,1,Screen,0,0,0,1,0,0
2208,3 weeks went by and the computer keeps crashing and will not open any applications .,applications,0,Software,0,0,0,0,0,1
2209,Not to mention sometimes the whole charger unit will decide not to work entirely .,charger unit,-1,Internal,0,0,1,0,0,0
2212,I have other computers that get strong signals that do n't drop in places that this `` net `` book loses its signal .,signals,1,Internal,0,0,1,0,0,0
2213,I have other computers that get strong signals that do n't drop in places that this `` net `` book loses its signal .,signal,-1,Internal,0,0,1,0,0,0
2215,I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality !,quality,1,Service,0,0,0,0,1,0
2216,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home , and it runs just fine .",memory,0,Internal,0,0,1,0,0,0
2217,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home , and it runs just fine .",Windows 7 Starter,0,Software,0,0,0,0,0,1
2218,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home , and it runs just fine .",Win 7 Home,0,Software,0,0,0,0,0,1
2220,"I am not sure if it was the drive itself , however ;",drive,0,Internal,0,0,1,0,0,0
2221,"Also , one of the users mentioned how the edges on the macbook is sharp , if you have money to spend on one of the incase shells , it does n't seem to be a problem .",edges,-1,Screen,0,0,0,1,0,0
2223,"It is easy to use , its keyboard easily accommodates large hands , and its weight is fantasic .",keyboard,1,External,0,1,0,0,0,0
2226,"Called Acer many times , they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer !",shipping,-1,Service,0,0,0,0,1,0
2227,"Called Acer many times , they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer !",repair center,0,Service,0,0,0,0,1,0
2228,I should have checked this before I installed my applications .,applications,0,Software,0,0,0,0,0,1
2229,The battery is really long .,battery,1,Battery,1,0,0,0,0,0
2230,"Anyway , in early July of this year , the DVD burner stopped working , and the computer stared having issues with power supply .",DVD burner,-1,External,0,1,0,0,0,0
2231,"Anyway , in early July of this year , the DVD burner stopped working , and the computer stared having issues with power supply .",power supply,-1,Battery,1,0,0,0,0,0
2232,Had some trouble finding a case that it would fit in .,case,-1,External,0,1,0,0,0,0
2233,This computer that I have has had issues with the keyboard where it lost half the keyboard functions .,keyboard,-1,External,0,1,0,0,0,0
2234,This computer that I have has had issues with the keyboard where it lost half the keyboard functions .,keyboard functions,-1,Software,0,0,0,0,0,1
2236,COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS .,SERVICE FACILITY,-1,Service,0,0,0,0,1,0
2237,When I called Sony the Customer Service was Great .,Customer Service,1,Service,0,0,0,0,1,0
2238,even though I had the receipt in front of me proving it still had 2 months left on the warranty .,warranty,-1,Service,0,0,0,0,1,0
2239,"It is a much more streamlined system for adding programs , using the internet , and doing other things everyone does on a computer .",programs,0,Software,0,0,0,0,0,1
2240,"It is a much more streamlined system for adding programs , using the internet , and doing other things everyone does on a computer .",system,1,Internal,0,0,1,0,0,0
2242,"My computer froze on several occasion , had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all .",buttons,-1,External,0,1,0,0,0,0
2243,Not even safe mode boots .,safe mode,-1,Software,0,0,0,0,0,1
2244,"This is an over-sized , 18-inch laptop .",18-inch,-1,Screen,0,0,0,1,0,0
2245,I had to pay $ 100 for a universal charger for this cheap $ 300 laptop .,universal charger,-1,Battery,1,0,0,0,0,0
2248,1 . You can not change your desktop background -LRB- window's 7 starter does NOT support that function -RRB- .,window's 7 starter,-1,Software,0,0,0,0,0,1
2250,"Took me 11 hours , 3 trips to different FedEx offices , and brutal conversations with 14 of the worse IT support technicians in the world .",IT support technicians,-1,Service,0,0,0,0,1,0
2251,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running .,charger,-1,Battery,1,0,0,0,0,0
2252,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running .,hardware,-1,External,0,1,0,0,0,0
2253,"As usual at customer service center , she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague -LRB- I could see them -RRB- .",customer service center,-1,Service,0,0,0,0,1,0
2254,The screen gets smeary and dusty very quickly and it 's very noticeable .,screen,-1,Screen,0,0,0,1,0,0
2255,Strengths : Well-shaped Weaknesses : A bad videocard !,videocard,-1,Internal,0,0,1,0,0,0
2257,You ca n't even get a satellite card which is why I bought to begin with .,satellite card,-1,External,0,1,0,0,0,0
2258,"The battery life , before the battery completely died of course , left much to be desired .",battery life,-1,Battery,1,0,0,0,0,0
2259,"The battery life , before the battery completely died of course , left much to be desired .",battery,-1,Battery,1,0,0,0,0,0
2260,"It is a REAL touchpad , not the toy I saw in other brands .",touchpad,1,Internal,0,0,1,0,0,0
2261,"Long story , but after many calls to various offices , I was told that no one can override the depot and that managers do n't take phone calls or e/mails .",depot,0,Service,0,0,0,0,1,0
2264,"The screen is huge and coloful , but no LED backlighting .",screen,1,Screen,0,0,0,1,0,0
2267,"Worse , for the price I could get a * netbook * that outperforms this machine .",price,-1,Service,0,0,0,0,1,0
2268,It had most of the features and all of the power that I wanted to replace my desktop machine .,features,1,Internal,0,0,1,0,0,0
2269,It had most of the features and all of the power that I wanted to replace my desktop machine .,power,1,Battery,1,0,0,0,0,0
2270,Keyboard was also very nice and had a solid feel .,Keyboard,1,External,0,1,0,0,0,0
2271,It did not have all the features I expected it to have .,features,-1,Internal,0,0,1,0,0,0
2272,"No luck , although I waited for hours on the phone-Visited MacHouse , they stated the their call center is down due to too many phonecalls -LRB- difficult to believe -RRB- .",call center,-1,Service,0,0,0,0,1,0
2274,It has a lot of memory and a great battery life .,memory,1,Internal,0,0,1,0,0,0
2275,It has a lot of memory and a great battery life .,battery life,1,Battery,1,0,0,0,0,0
2276,"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter , so it 's not just an isolated incident !!!",service rep,0,Service,0,0,0,0,1,0
2277,"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter , so it 's not just an isolated incident !!!",power adapter,-1,Battery,1,0,0,0,0,0
2278,"I love this program , it is superior to windows movie maker .",program,1,Software,0,0,0,0,0,1
2279,"I love this program , it is superior to windows movie maker .",windows movie maker,-1,Software,0,0,0,0,0,1
2280,He has replaced his hard drive twice and -LRB- of course -RRB- has had to pay for antivirus software every year .,hard drive,-1,Internal,0,0,1,0,0,0
2281,He has replaced his hard drive twice and -LRB- of course -RRB- has had to pay for antivirus software every year .,antivirus software,-1,Software,0,0,0,0,0,1
2284,"The price is great for this model , I only plan on using it for media in the entertainment room .",price,1,Service,0,0,0,0,1,0
2285,It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003 .,Garmin GPS software,-1,Software,0,0,0,0,0,1
2286,It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003 .,Microsoft Office 2003,-1,Software,0,0,0,0,0,1
2287,I 've also had to have the keyboard replaced at my expense .,keyboard,-1,External,0,1,0,0,0,0
2288,I had the staff telling me older version did not make the fan noise cause it is a `` different '' computer .,staff,-1,External,0,1,0,0,0,0
2289,I had the staff telling me older version did not make the fan noise cause it is a `` different '' computer .,fan noise,-1,External,0,1,0,0,0,0
